rowid,pl_name,hostname,pl_letter,k2_name,epic_hostname,epic_candname,hd_name,hip_name,tic_id,gaia_id,default_flag,disposition,disp_refname,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag,rowupdate,pl_pubdate,releasedate,pl_nnotes,k2_campaigns,k2_campaigns_num,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec
3417,TRAPPIST-1 d,TRAPPIST-1,d,K2-112 d,EPIC 246199087,,,,TIC 278892590,Gaia DR2 2635476908753563008,0,CONFIRMED,Gillon et al. 2016,1,7,0,0,Transit,2016,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,2016-05,Ground,La Silla Observatory,0.60 m Transiting Planets and Planetesimals Small Telescope,TRAPPISTCAM,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GRIMM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..68G/abstract target=ref>Grimm et al. 2018</a>,,0.02228,0.784,0.07,0.297,0.00093,,,,,0.297,0.00093,Mass,3.4,0.00837,,,,,,1,,,,,,,,-8.73,,,,<a refstr=GRIMM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..68G/abstract target=ref>Grimm et al. 2018</a>,,,,0.09,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,-56.64891,69.71519,0.62982,345.73685,1026.579271,901,-492,,,,17.02,11.354,10.718,10.296,23.3056,19.6235,17.9963,15.0923,13.4342,,,,,15.6451,,13.8529,12.917,12/10/2020,2018-05,12/17/2020,3,12,1,0,0,0,0,0
3418,TRAPPIST-1 e,TRAPPIST-1,e,K2-112 e,EPIC 246199087,,,,TIC 278892590,Gaia DR2 2635476908753563008,1,CONFIRMED,Gillon et al. 2016,1,7,0,0,Transit,2017,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,2016-05,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,6.101013,0.02925,0.92,0.082,0.692,0.00218,,,,,0.692,0.00218,Mass,4.9016,,0.65,,89.793,2457257.828,BJD-TDB,1,0.191,0.5012,0.9293,52.855,0.07079,,,,,,,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,,2566,0.12,0.09,,,-3.257,5.24,,75.05,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,-56.64891,69.71519,0.62982,345.73685,1026.579271,901,-492,,,,17.02,11.354,10.718,10.296,23.3056,19.6235,17.9963,15.0923,13.4342,,,,,15.6451,,13.8529,12.917,9/8/2021,2021-02,9/8/2021,0,12,1,0,0,0,0,0
3419,TRAPPIST-1 e,TRAPPIST-1,e,K2-112 e,EPIC 246199087,,,,TIC 278892590,Gaia DR2 2635476908753563008,0,CONFIRMED,Gillon et al. 2016,1,7,0,0,Transit,2017,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,2016-05,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GRIMM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..68G/abstract target=ref>Grimm et al. 2018</a>,,0.029283,0.91,0.081,0.772,0.00243,,,,,0.772,0.00243,Mass,5.646,0.0051,,,,,,1,,,,,,,,108.37,,,,<a refstr=GRIMM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..68G/abstract target=ref>Grimm et al. 2018</a>,,,,0.09,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,-56.64891,69.71519,0.62982,345.73685,1026.579271,901,-492,,,,17.02,11.354,10.718,10.296,23.3056,19.6235,17.9963,15.0923,13.4342,,,,,15.6451,,13.8529,12.917,12/10/2020,2018-05,12/17/2020,0,12,1,0,0,0,0,0
3420,TRAPPIST-1 e,TRAPPIST-1,e,K2-112 e,EPIC 246199087,,,,TIC 278892590,Gaia DR2 2635476908753563008,0,CONFIRMED,Gillon et al. 2016,1,7,0,0,Transit,2017,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,2016-05,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,6.099615,0.02817,0.918,0.082,0.62,0.00195,,,,,0.62,0.00195,Mass,4.4,0.085,0.66,251,89.86,2457660.379,BJD-TDB,1,0.12,0.519,0.9535,51.97,,,,,,,,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559,0.12,0.08,0.04,[Fe/H],-3.281,,,71.5,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,-56.64891,69.71519,0.62982,345.73685,1026.579271,901,-492,,,,17.02,11.354,10.718,10.296,23.3056,19.6235,17.9963,15.0923,13.4342,,,,,15.6451,,13.8529,12.917,2/17/2017,2017-02,2/22/2017,0,12,1,0,0,0,0,0
3421,TRAPPIST-1 f,TRAPPIST-1,f,K2-112 f,EPIC 246199087,,,,TIC 278892590,Gaia DR2 2635476908753563008,1,CONFIRMED,Gillon et al. 2016,1,7,0,0,Transit,2017,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,2016-05,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,9.20754,0.03849,1.045,0.093,1.039,0.00327,,,,,1.039,0.00327,Mass,5.0229,,0.37,,89.74,2457257.074,BJD-TDB,1,0.312,0.6465,1.048,69.543,0.0804,,,,,,,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,,2566,0.12,0.09,,,-3.257,5.24,,75.05,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,-56.64891,69.71519,0.62982,345.73685,1026.579271,901,-492,,,,17.02,11.354,10.718,10.296,23.3056,19.6235,17.9963,15.0923,13.4342,,,,,15.6451,,13.8529,12.917,9/8/2021,2021-02,9/8/2021,0,12,1,0,0,0,0,0
3422,TRAPPIST-1 f,TRAPPIST-1,f,K2-112 f,EPIC 246199087,,,,TIC 278892590,Gaia DR2 2635476908753563008,0,CONFIRMED,Gillon et al. 2016,1,7,0,0,Transit,2017,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,2016-05,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,9.20669,0.0371,1.045,0.093,0.68,0.00214,,,,,0.68,0.00214,Mass,3.3,0.063,0.38,219,89.68,2457671.398,BJD-TDB,1,0.382,0.673,1.043,68.4,,,,,,,,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559,0.12,0.08,0.04,[Fe/H],-3.281,,,71.5,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,-56.64891,69.71519,0.62982,345.73685,1026.579271,901,-492,,,,17.02,11.354,10.718,10.296,23.3056,19.6235,17.9963,15.0923,13.4342,,,,,15.6451,,13.8529,12.917,2/17/2017,2017-02,2/22/2017,0,12,1,0,0,0,0,0
3423,TRAPPIST-1 f,TRAPPIST-1,f,K2-112 f,EPIC 246199087,,,,TIC 278892590,Gaia DR2 2635476908753563008,0,CONFIRMED,Gillon et al. 2016,1,7,0,0,Transit,2017,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,2016-05,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GRIMM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..68G/abstract target=ref>Grimm et al. 2018</a>,,0.038534,1.046,0.093,0.934,0.00294,,,,,0.934,0.00294,Mass,4.5,0.01007,,,,,,1,,,,,,,,368.81,,,,<a refstr=GRIMM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..68G/abstract target=ref>Grimm et al. 2018</a>,,,,0.09,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,-56.64891,69.71519,0.62982,345.73685,1026.579271,901,-492,,,,17.02,11.354,10.718,10.296,23.3056,19.6235,17.9963,15.0923,13.4342,,,,,15.6451,,13.8529,12.917,12/10/2020,2018-05,12/17/2020,0,12,1,0,0,0,0,0
3424,TRAPPIST-1 g,TRAPPIST-1,g,K2-112 g,EPIC 246199087,,,,TIC 278892590,Gaia DR2 2635476908753563008,0,CONFIRMED,Gillon et al. 2016,1,7,0,0,Transit,2017,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,2016-05,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GRIMM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..68G/abstract target=ref>Grimm et al. 2018</a>,,0.046877,1.148,0.102,1.148,0.00361,,,,,1.148,0.00361,Mass,4.18,0.00208,,,,,,1,,,,,,,,191.34,,,,<a refstr=GRIMM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..68G/abstract target=ref>Grimm et al. 2018</a>,,,,0.09,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,-56.64891,69.71519,0.62982,345.73685,1026.579271,901,-492,,,,17.02,11.354,10.718,10.296,23.3056,19.6235,17.9963,15.0923,13.4342,,,,,15.6451,,13.8529,12.917,12/10/2020,2018-05,12/17/2020,0,12,1,0,0,0,0,13
3425,TRAPPIST-1 g,TRAPPIST-1,g,K2-112 g,EPIC 246199087,,,,TIC 278892590,Gaia DR2 2635476908753563008,0,CONFIRMED,Gillon et al. 2016,1,7,0,0,Transit,2017,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,2016-05,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,12.35294,0.0451,1.127,0.101,1.34,0.00422,,,,,1.34,0.00422,Mass,5.2,0.061,0.26,199,89.71,2457665.349,BJD-TDB,1,0.421,0.782,1.14,83.2,,,,,,,,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559,0.12,0.08,0.04,[Fe/H],-3.281,,,71.5,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,-56.64891,69.71519,0.62982,345.73685,1026.579271,901,-492,,,,17.02,11.354,10.718,10.296,23.3056,19.6235,17.9963,15.0923,13.4342,,,,,15.6451,,13.8529,12.917,2/17/2017,2017-02,2/22/2017,0,12,1,0,0,0,0,13
3426,TRAPPIST-1 g,TRAPPIST-1,g,K2-112 g,EPIC 246199087,,,,TIC 278892590,Gaia DR2 2635476908753563008,1,CONFIRMED,Gillon et al. 2016,1,7,0,0,Transit,2017,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,2016-05,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,12.352446,0.04683,1.129,0.101,1.321,0.00416,,,,,1.321,0.00416,Mass,5.05599,,0.25,,89.742,2457257.715,BJD-TDB,1,0.379,0.7555,1.137,84.591,0.08692,,,,,,,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,,2566,0.12,0.09,,,-3.257,5.24,,75.05,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,-56.64891,69.71519,0.62982,345.73685,1026.579271,901,-492,,,,17.02,11.354,10.718,10.296,23.3056,19.6235,17.9963,15.0923,13.4342,,,,,15.6451,,13.8529,12.917,9/8/2021,2021-02,9/8/2021,0,12,1,0,0,0,0,13
3427,TRAPPIST-1 h,TRAPPIST-1,h,K2-112 h,EPIC 246199087,,,,TIC 278892590,Gaia DR2 2635476908753563008,0,CONFIRMED,Gillon et al. 2016,1,7,0,0,Transit,2017,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,2016-05,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=LUGER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E.129L/abstract target=ref>Luger et al. 2017</a>,18.767,,0.752,0.067,,,,,,,,,,,,0.17,173,89.76,2457662.553,BJD-TDB,1,0.45,0.346,1.26,109,0.0588,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,0.11,0.09,,,,5.28,,84.5308,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,-56.64891,69.71519,0.62982,345.73685,1026.579271,901,-492,,,,17.02,11.354,10.718,10.296,23.3056,19.6235,17.9963,15.0923,13.4342,,,,,15.6451,,13.8529,12.917,6/13/2017,2017-06,6/15/2017,0,12,1,0,0,0,0,0
3428,TRAPPIST-1 h,TRAPPIST-1,h,K2-112 h,EPIC 246199087,,,,TIC 278892590,Gaia DR2 2635476908753563008,1,CONFIRMED,Gillon et al. 2016,1,7,0,0,Transit,2017,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,2016-05,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,18.772866,0.06189,0.755,0.067,0.326,0.00103,,,,,0.326,0.00103,Mass,4.16278,,0.14,,89.805,2457249.607,BJD-TDB,1,0.378,0.3375,1.269,111.817,0.05809,,,,,,,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,,2566,0.12,0.09,,,-3.257,5.24,,75.05,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,-56.64891,69.71519,0.62982,345.73685,1026.579271,901,-492,,,,17.02,11.354,10.718,10.296,23.3056,19.6235,17.9963,15.0923,13.4342,,,,,15.6451,,13.8529,12.917,9/8/2021,2021-02,9/8/2021,0,12,1,0,0,0,0,0
3429,TRAPPIST-1 h,TRAPPIST-1,h,K2-112 h,EPIC 246199087,,,,TIC 278892590,Gaia DR2 2635476908753563008,0,CONFIRMED,Gillon et al. 2016,1,7,0,0,Transit,2017,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,2016-05,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GRIMM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..68G/abstract target=ref>Grimm et al. 2018</a>,,0.061935,0.773,0.069,0.331,0.00104,,,,,0.331,0.00104,Mass,3.96,0.00567,,,,,,1,,,,,,,,338.92,,,,<a refstr=GRIMM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..68G/abstract target=ref>Grimm et al. 2018</a>,,,,0.09,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,-56.64891,69.71519,0.62982,345.73685,1026.579271,901,-492,,,,17.02,11.354,10.718,10.296,23.3056,19.6235,17.9963,15.0923,13.4342,,,,,15.6451,,13.8529,12.917,12/10/2020,2018-05,12/17/2020,0,12,1,0,0,0,0,0
3430,TRAPPIST-1 h,TRAPPIST-1,h,K2-112 h,EPIC 246199087,,,,TIC 278892590,Gaia DR2 2635476908753563008,0,CONFIRMED,Gillon et al. 2016,1,7,0,0,Transit,2017,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,2016-05,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,20,0.063,0.755,0.067,,,,,,,,,,,,0.13,168,89.8,2457662.555,BJD-TDB,1,0.45,0.352,1.28,117,,,,,,,,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.542..456G/abstract target=ref>Gillon et al. 2017</a>,,2559,0.12,0.08,0.04,[Fe/H],-3.281,,,71.5,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,-56.64891,69.71519,0.62982,345.73685,1026.579271,901,-492,,,,17.02,11.354,10.718,10.296,23.3056,19.6235,17.9963,15.0923,13.4342,,,,,15.6451,,13.8529,12.917,6/13/2017,2017-02,2/22/2017,0,12,1,0,0,0,0,0
3431,V1298 Tau b,V1298 Tau,b,K2-309 b,EPIC 210818897,,,,TIC 15756231,Gaia DR2 51886335968692480,1,CONFIRMED,David et al. 2019,1,4,0,0,Transit,2019,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...79D/abstract target=ref>David et al. 2019</a>,2019-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...885L..12D/abstract target=ref>David et al. 2019</a>,24.1396,0.1688,10.27,0.916,,,,,,,,,,,0.29,35,677,89,2457067.049,BJD,0,0.46,,6.42,27,0.07,,,85,,,,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...885L..12D/abstract target=ref>David et al. 2019</a>,,,1.34,1.1,,,,,0.023,,,2.87,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h05m19.60s,61.331654,+20d09m25.31s,20.1570318,-23.37696,172.89486,-0.65768,63.23159,16.9054651,5.22793,-16.0768,108.199,9.21392,11.114,10.115,8.687,8.191,8.094,14.9719,14.6179,14.1993,13.883,12.8835,8.044,8.071,8.023,7.611,10.0702,,9.4901,10.514,10/18/2019,2019-11,10/24/2019,2,4,1,0,0,0,0,0
3432,V1298 Tau b,V1298 Tau,b,K2-309 b,EPIC 210818897,,,,TIC 15756231,Gaia DR2 51886335968692480,0,CONFIRMED,David et al. 2019,1,4,0,0,Transit,2019,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...79D/abstract target=ref>David et al. 2019</a>,2019-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...79D/abstract target=ref>David et al. 2019</a>,24.13861,0.1687,10.22,0.911,,,,,,,,,,,0.112,33.2,668,89.35,2457067.049,BJD,0,0.29,0.5,6.42,27.6,0.0713,,,91,,,,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...79D/abstract target=ref>David et al. 2019</a>,K0,4970,1.31,1.1,,,-0.03,4.25,0.023,0.679,23,2.87,16.15,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h05m19.60s,61.331654,+20d09m25.31s,20.1570318,-23.37696,172.89486,-0.65768,63.23159,16.9054651,5.22793,-16.0768,108.199,9.21392,11.114,10.115,8.687,8.191,8.094,14.9719,14.6179,14.1993,13.883,12.8835,8.044,8.071,8.023,7.611,10.0702,,9.4901,10.514,10/18/2019,2019-08,6/27/2019,2,4,1,0,0,0,0,0
3433,V1298 Tau c,V1298 Tau,c,K2-309 c,EPIC 210818897,,,,TIC 15756231,Gaia DR2 51886335968692480,1,CONFIRMED,David et al. 2019,1,4,0,0,Transit,2019,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...885L..12D/abstract target=ref>David et al. 2019</a>,2019-11,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...885L..12D/abstract target=ref>David et al. 2019</a>,8.24958,0.0825,5.59,0.499,,,,,,,,,,,0.43,146,968,88.49,2457064.28,BJD,0,0.34,,4.66,13.19,0.0381,,,92,,,,<a refstr=DAVID_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...885L..12D/abstract target=ref>David et al. 2019</a>,,,1.34,1.1,,,,,0.023,,,2.87,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h05m19.60s,61.331654,+20d09m25.31s,20.1570318,-23.37696,172.89486,-0.65768,63.23159,16.9054651,5.22793,-16.0768,108.199,9.21392,11.114,10.115,8.687,8.191,8.094,14.9719,14.6179,14.1993,13.883,12.8835,8.044,8.071,8.023,7.611,10.0702,,9.4901,10.514,10/18/2019,2019-11,10/24/2019,2,4,1,0,0,0,0,0
